,Unnamed: 0,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
7336,7336,Male,No,51,Yes,Artist,6.0,Low,1.0,Cat_6,A
7338,7338,Female,Yes,45,Yes,Artist,9.0,Low,2.0,Cat_6,B
7342,7342,Male,Yes,37,Yes,Healthcare,8.0,Average,4.0,Cat_6,A
7343,7343,Female,Yes,56,Yes,Lawyer,5.0,High,9.0,Cat_6,C
7347,7347,Female,No,42,Yes,Artist,13.0,Low,1.0,Cat_6,C
7348,7348,Male,No,40,Yes,Artist,8.0,Low,1.0,Cat_6,A
7356,7356,Female,Yes,45,Yes,Homemaker,2.0,Average,2.0,Cat_3,A
7357,7357,Female,No,31,Yes,Artist,9.0,Low,1.0,Cat_6,B
7358,7358,Male,Yes,39,No,Executive,8.0,Average,4.0,Cat_4,A
7365,7365,Male,Yes,32,Yes,Homemaker,8.0,Low,,Cat_6,D
7366,7366,Male,No,33,Yes,Healthcare,3.0,Low,1.0,Cat_6,A
7367,7367,Male,Yes,36,Yes,Artist,8.0,High,2.0,Cat_6,A
7370,7370,Female,Yes,42,Yes,Artist,2.0,Average,2.0,Cat_6,C
7371,7371,Male,Yes,46,Yes,Artist,8.0,Average,2.0,Cat_1,B
7373,7373,Male,Yes,39,Yes,Entertainment,9.0,Low,2.0,Cat_6,A
7374,7374,Male,Yes,37,No,Executive,9.0,High,4.0,Cat_6,D
7380,7380,Female,No,42,Yes,Artist,8.0,Low,2.0,Cat_6,C
7392,7392,Female,No,36,Yes,Healthcare,6.0,Low,3.0,Cat_2,D
7394,7394,Male,Yes,40,Yes,Artist,14.0,Low,1.0,Cat_6,A
7402,7402,Male,No,46,Yes,Artist,3.0,Low,1.0,Cat_6,C
7418,7418,Male,Yes,35,No,Artist,6.0,Average,5.0,Cat_6,C
7419,7419,Female,No,33,No,Homemaker,9.0,Low,1.0,Cat_6,D
7420,7420,Male,Yes,51,Yes,Doctor,8.0,Average,3.0,Cat_4,B
7423,7423,Female,Yes,37,No,Doctor,8.0,Low,1.0,Cat_2,A
7424,7424,Female,No,43,Yes,Artist,2.0,Low,4.0,Cat_6,B
7426,7426,Male,Yes,71,Yes,Artist,6.0,Average,3.0,Cat_6,C
7428,7428,Male,Yes,68,Yes,Lawyer,8.0,Low,1.0,Cat_5,A
7430,7430,Female,Yes,41,Yes,Artist,6.0,Low,1.0,Cat_6,D
7436,7436,Male,Yes,72,No,Executive,2.0,High,7.0,Cat_4,A
7442,7442,Female,Yes,50,Yes,Engineer,4.0,Average,4.0,Cat_3,A
7460,7460,Female,No,36,Yes,Artist,8.0,Low,4.0,Cat_3,D
7462,7462,Female,Yes,85,Yes,Lawyer,5.0,High,3.0,Cat_6,A
7468,7468,Male,Yes,47,Yes,Executive,7.0,High,4.0,Cat_6,C
7471,7471,Male,No,32,Yes,Healthcare,8.0,Low,,Cat_6,D
7474,7474,Male,No,43,Yes,Entertainment,5.0,Low,4.0,Cat_2,B
7476,7476,Male,Yes,63,Yes,Lawyer,5.0,High,2.0,Cat_6,B
7479,7479,Male,Yes,55,Yes,Artist,9.0,Average,2.0,Cat_1,C
7482,7482,Female,Yes,35,No,Artist,11.0,Low,2.0,Cat_4,A
7487,7487,Male,Yes,43,No,Entertainment,3.0,Low,,Cat_6,D
7488,7488,Female,Yes,46,Yes,Artist,8.0,Average,2.0,Cat_6,C
7491,7491,Female,Yes,35,Yes,Artist,3.0,Average,5.0,Cat_4,A
7492,7492,Female,Yes,46,Yes,Artist,2.0,Low,2.0,Cat_6,C
7496,7496,Male,Yes,40,Yes,Executive,7.0,High,3.0,Cat_6,A
7504,7504,Male,Yes,42,Yes,Healthcare,5.0,Low,2.0,Cat_4,C
7508,7508,Female,Yes,41,Yes,Artist,11.0,Average,2.0,Cat_6,B
7520,7520,Male,Yes,89,Yes,Lawyer,4.0,Low,1.0,Cat_6,A
7528,7528,Male,Yes,46,No,Entertainment,8.0,Low,2.0,Cat_6,D
7530,7530,Male,Yes,38,Yes,Entertainment,8.0,Low,2.0,Cat_3,B
7536,7536,Male,Yes,43,Yes,Artist,5.0,Average,2.0,Cat_6,C
7543,7543,Female,No,38,Yes,Artist,8.0,Low,1.0,Cat_6,B
7545,7545,Male,Yes,38,Yes,Healthcare,8.0,Average,4.0,Cat_6,C
7547,7547,Female,No,37,No,Artist,4.0,Low,1.0,Cat_6,A
7549,7549,Female,No,42,No,Homemaker,8.0,Low,1.0,Cat_3,D
7553,7553,Male,No,43,Yes,Artist,8.0,Low,,Cat_6,A
7554,7554,Female,Yes,50,Yes,Artist,4.0,Average,2.0,Cat_5,C
7568,7568,Male,Yes,65,Yes,Artist,6.0,Average,3.0,Cat_6,D
7570,7570,Male,No,31,Yes,Entertainment,5.0,Low,3.0,Cat_6,A
7573,7573,Male,Yes,43,Yes,Doctor,3.0,Average,2.0,Cat_6,B
7574,7574,Male,Yes,35,Yes,Artist,7.0,Low,2.0,Cat_6,C
7584,7584,Female,Yes,43,No,Engineer,4.0,Average,7.0,Cat_4,A
7588,7588,Female,,51,No,Engineer,9.0,Average,4.0,Cat_4,B
7596,7596,Female,No,37,Yes,Artist,9.0,Low,1.0,Cat_6,A
7601,7601,Female,Yes,50,Yes,Artist,4.0,Low,1.0,Cat_6,B
7606,7606,Female,Yes,51,Yes,Marketing,9.0,Average,1.0,Cat_3,A
7608,7608,Female,Yes,73,Yes,Lawyer,7.0,Low,2.0,Cat_6,A
7610,7610,Male,No,31,Yes,Artist,4.0,Low,5.0,Cat_6,A
7618,7618,Male,Yes,35,Yes,Artist,9.0,Average,2.0,Cat_6,D
7624,7624,Female,Yes,48,No,,5.0,Average,7.0,Cat_4,C
7630,7630,Male,Yes,59,Yes,Artist,11.0,Average,3.0,Cat_6,C
7631,7631,Male,No,42,Yes,Doctor,8.0,Low,1.0,Cat_6,C
7634,7634,Male,No,52,Yes,Artist,3.0,Low,1.0,Cat_6,B
7635,7635,Male,Yes,36,No,Entertainment,9.0,Average,2.0,Cat_6,B
7637,7637,Male,No,35,Yes,Artist,5.0,Low,2.0,Cat_6,A
7640,7640,Male,No,32,No,Artist,3.0,Low,7.0,Cat_4,A
7644,7644,Female,Yes,46,No,Engineer,8.0,Average,,Cat_4,C
7652,7652,Female,No,41,Yes,Artist,10.0,Low,1.0,Cat_6,C
7655,7655,Female,No,38,No,Artist,14.0,Low,1.0,Cat_6,A
7656,7656,Male,Yes,51,No,Executive,9.0,Average,3.0,Cat_4,A
7657,7657,Female,Yes,65,Yes,Lawyer,2.0,Low,6.0,Cat_1,D
7660,7660,Male,Yes,42,Yes,Healthcare,6.0,High,4.0,Cat_6,D
7681,7681,Female,Yes,57,Yes,Artist,7.0,Average,3.0,Cat_6,C
7698,7698,Female,Yes,60,Yes,Doctor,6.0,Average,2.0,Cat_6,C
7705,7705,Male,Yes,42,Yes,Entertainment,7.0,Low,6.0,Cat_4,B
7718,7718,Female,No,37,Yes,Artist,9.0,Low,4.0,Cat_6,A
7720,7720,Female,Yes,62,Yes,Homemaker,4.0,Low,1.0,Cat_5,A
7722,7722,Female,Yes,38,Yes,Artist,8.0,Low,1.0,Cat_6,D
7723,7723,Female,No,31,Yes,Healthcare,8.0,Low,4.0,Cat_6,C
7726,7726,Female,No,38,Yes,Doctor,14.0,Low,1.0,Cat_6,A
7730,7730,Male,Yes,53,No,Executive,8.0,High,2.0,Cat_6,D
7733,7733,Female,Yes,47,Yes,Entertainment,3.0,Average,3.0,Cat_6,A
7745,7745,Male,Yes,53,Yes,Executive,9.0,Low,1.0,Cat_4,D
7747,7747,Male,Yes,45,Yes,Artist,7.0,High,4.0,Cat_3,A
7750,7750,Female,Yes,69,Yes,Artist,9.0,High,2.0,Cat_6,C
7751,7751,Male,Yes,70,Yes,Entertainment,8.0,Average,2.0,Cat_6,C
7752,7752,Female,Yes,36,Yes,Entertainment,7.0,Average,2.0,Cat_5,A
7759,7759,Male,No,33,Yes,Entertainment,9.0,Low,4.0,Cat_3,C
7761,7761,Female,Yes,59,Yes,Doctor,5.0,Low,2.0,Cat_6,A
7765,7765,Female,Yes,46,No,Homemaker,9.0,Low,1.0,Cat_3,A
7770,7770,Male,Yes,38,No,Artist,5.0,Average,3.0,Cat_3,B
7782,7782,Female,Yes,36,Yes,Artist,4.0,High,7.0,Cat_6,C
7784,7784,Female,No,43,Yes,Artist,8.0,Low,4.0,Cat_6,D
7790,7790,Male,Yes,53,Yes,Artist,7.0,High,4.0,Cat_3,C
7794,7794,Female,Yes,49,Yes,Homemaker,8.0,Average,2.0,Cat_6,C
7808,7808,Female,Yes,46,No,Artist,5.0,Low,5.0,Cat_6,C
7814,7814,Female,Yes,53,Yes,Artist,8.0,Average,2.0,Cat_6,A
7815,7815,Male,Yes,61,No,Engineer,5.0,Average,3.0,Cat_6,B
7817,7817,Male,No,36,Yes,Entertainment,13.0,Low,1.0,Cat_6,A
7821,7821,Male,No,35,Yes,Doctor,3.0,Low,1.0,Cat_6,A
7822,7822,Male,Yes,51,Yes,Engineer,2.0,Average,2.0,Cat_6,C
7824,7824,Female,Yes,56,Yes,Homemaker,5.0,Low,1.0,Cat_6,C
7826,7826,Male,No,31,No,Healthcare,3.0,Low,9.0,Cat_6,D
7827,7827,Male,Yes,59,Yes,Executive,3.0,High,4.0,Cat_6,B
7828,7828,Female,Yes,36,Yes,Engineer,11.0,Low,2.0,Cat_4,C
7831,7831,Female,Yes,51,No,Artist,9.0,High,2.0,Cat_4,A
7835,7835,Male,Yes,38,No,Executive,9.0,High,5.0,Cat_6,B
7837,7837,Female,No,53,Yes,Artist,3.0,Low,,Cat_4,A
7838,7838,Male,Yes,40,No,Executive,9.0,Average,2.0,Cat_6,D
7839,7839,Male,Yes,45,Yes,Artist,3.0,Low,1.0,Cat_6,C
7841,7841,Male,No,37,Yes,Artist,14.0,Low,1.0,Cat_6,A
7846,7846,Male,Yes,52,No,Artist,7.0,Low,1.0,Cat_6,C
7851,7851,Male,Yes,35,Yes,Artist,2.0,Average,3.0,Cat_6,C
7857,7857,Male,Yes,80,No,Lawyer,7.0,Low,,Cat_3,C
7859,7859,Male,No,39,Yes,Artist,7.0,Low,1.0,Cat_6,A
7862,7862,Male,No,38,Yes,Doctor,8.0,Low,1.0,Cat_2,B
7863,7863,Female,Yes,52,Yes,Artist,8.0,Average,4.0,Cat_6,A
7873,7873,Male,Yes,43,Yes,Doctor,13.0,High,2.0,Cat_6,B
7875,7875,Female,No,35,Yes,Engineer,2.0,Low,1.0,Cat_7,B
7878,7878,Female,Yes,53,No,Engineer,7.0,Average,6.0,Cat_4,A
7879,7879,Male,Yes,46,Yes,Artist,4.0,Low,2.0,Cat_6,B
7882,7882,Female,Yes,40,Yes,Artist,4.0,Average,5.0,Cat_6,B
7886,7886,Female,No,33,Yes,Engineer,10.0,Low,1.0,Cat_6,A
7893,7893,Female,Yes,36,No,Entertainment,8.0,Low,2.0,Cat_6,B
7897,7897,Male,Yes,38,Yes,Artist,2.0,Low,2.0,Cat_6,C
7899,7899,Female,Yes,43,Yes,Artist,12.0,Average,,Cat_6,A
7900,7900,Female,Yes,37,Yes,Artist,13.0,Low,2.0,Cat_6,A
7901,7901,Female,No,38,Yes,Artist,6.0,Low,4.0,Cat_4,A
7904,7904,Female,No,37,Yes,Entertainment,9.0,Low,,Cat_3,D
7914,7914,Male,Yes,37,Yes,Executive,9.0,High,2.0,Cat_3,A
7915,7915,Female,No,31,Yes,Engineer,4.0,Low,2.0,Cat_6,B
7919,7919,Female,Yes,38,No,Entertainment,4.0,Low,1.0,Cat_6,B
7922,7922,Female,Yes,43,Yes,Artist,3.0,Average,2.0,Cat_6,C
7925,7925,Female,No,42,Yes,Artist,9.0,Low,1.0,Cat_6,C
7926,7926,Female,No,35,No,Engineer,9.0,Low,5.0,Cat_4,B
7936,7936,Female,Yes,45,Yes,Artist,8.0,Average,2.0,Cat_6,C
7943,7943,Male,No,56,Yes,Artist,2.0,Low,1.0,Cat_6,B
7945,7945,Male,Yes,52,Yes,Artist,3.0,Average,4.0,Cat_6,C
7950,7950,Male,No,39,Yes,Entertainment,3.0,Low,2.0,Cat_1,A
7955,7955,Male,,40,Yes,Artist,5.0,Low,1.0,Cat_6,B
7961,7961,Female,No,42,Yes,Artist,8.0,Low,4.0,Cat_6,C
7966,7966,Female,No,31,No,Healthcare,9.0,Low,1.0,Cat_6,D
7967,7967,Female,,52,No,Engineer,9.0,Average,4.0,Cat_4,D
7977,7977,Female,Yes,51,Yes,Entertainment,8.0,Average,2.0,Cat_6,A
7979,7979,Female,Yes,40,Yes,Engineer,12.0,Average,3.0,Cat_6,B
7981,7981,Male,Yes,41,Yes,Entertainment,2.0,Average,2.0,Cat_6,C
7982,7982,Male,Yes,59,No,Artist,2.0,Average,2.0,Cat_4,C
7984,7984,Male,Yes,59,Yes,Artist,4.0,High,2.0,Cat_7,D
7985,7985,Male,No,36,No,Engineer,3.0,Low,3.0,Cat_6,D
7991,7991,Female,No,39,Yes,Entertainment,8.0,Low,4.0,Cat_4,D
7993,7993,Female,Yes,38,No,Doctor,9.0,Average,5.0,Cat_4,D
8002,8002,Female,Yes,57,No,Engineer,8.0,Low,1.0,Cat_6,B
8006,8006,Male,Yes,37,Yes,Artist,8.0,Low,2.0,Cat_6,B
8008,8008,Male,Yes,45,Yes,Marketing,9.0,Low,3.0,Cat_6,A
8010,8010,Female,Yes,38,Yes,Artist,4.0,High,3.0,Cat_2,A
8014,8014,Female,Yes,46,Yes,Entertainment,7.0,Low,3.0,Cat_6,C
8019,8019,Male,Yes,42,Yes,Artist,2.0,Average,2.0,Cat_6,C
8022,8022,Female,No,31,Yes,Artist,14.0,Low,3.0,Cat_2,A
8024,8024,Male,Yes,39,Yes,Doctor,6.0,Average,2.0,Cat_3,C
8025,8025,Female,Yes,40,Yes,Entertainment,7.0,Average,2.0,Cat_3,B
8028,8028,Male,Yes,58,Yes,Artist,8.0,Average,3.0,,C
8029,8029,Male,No,31,No,Doctor,4.0,Low,7.0,Cat_4,D
8046,8046,Male,Yes,39,Yes,,5.0,Average,3.0,Cat_6,A
8053,8053,Female,No,40,Yes,Artist,8.0,Low,2.0,Cat_6,A
8059,8059,Male,Yes,43,Yes,Entertainment,3.0,Low,2.0,Cat_4,D
8064,8064,Female,No,46,Yes,Artist,9.0,Low,1.0,Cat_6,B
8070,8070,Male,No,39,Yes,Artist,11.0,Low,1.0,Cat_7,A
8077,8077,Female,Yes,66,Yes,Engineer,8.0,Average,2.0,Cat_6,C
8080,8080,Male,Yes,40,No,Engineer,2.0,Average,,Cat_4,D
8086,8086,Female,No,48,Yes,Artist,4.0,Low,1.0,Cat_6,C
8091,8091,Female,No,42,Yes,Entertainment,8.0,Low,1.0,Cat_6,C
8092,8092,Female,Yes,53,No,Homemaker,2.0,High,3.0,Cat_6,B
8095,8095,Male,Yes,42,Yes,Artist,9.0,Average,3.0,Cat_6,B
8096,8096,Male,Yes,63,Yes,Homemaker,8.0,Average,3.0,Cat_6,B
8097,8097,Female,No,41,Yes,Artist,5.0,Low,1.0,Cat_6,D
8101,8101,Male,Yes,62,Yes,Entertainment,9.0,Average,2.0,Cat_6,C
8103,8103,Female,Yes,51,No,Engineer,7.0,Average,5.0,Cat_4,B
8110,8110,Male,Yes,37,Yes,Entertainment,4.0,Low,1.0,Cat_6,B
8120,8120,Male,Yes,46,Yes,Artist,2.0,Average,4.0,Cat_2,C
8125,8125,Male,Yes,35,Yes,Artist,9.0,High,3.0,Cat_6,C
8130,8130,Male,No,36,Yes,Artist,5.0,Low,1.0,Cat_6,A
8137,8137,Female,No,43,Yes,Healthcare,2.0,Low,1.0,Cat_4,D
8145,8145,Female,No,38,Yes,Artist,8.0,Low,8.0,Cat_2,B
8146,8146,Male,Yes,50,Yes,Entertainment,6.0,Low,3.0,Cat_6,A
8147,8147,Female,No,55,Yes,Marketing,3.0,Low,1.0,Cat_6,B
8148,8148,Male,Yes,70,Yes,Lawyer,3.0,Low,1.0,Cat_6,D
8151,8151,Female,No,35,Yes,Artist,8.0,Low,,Cat_6,A
8156,8156,Male,Yes,42,Yes,Artist,8.0,Average,2.0,Cat_6,C
8164,8164,Female,Yes,51,Yes,Artist,6.0,Average,5.0,Cat_6,C
8167,8167,Female,Yes,35,No,Engineer,7.0,Average,4.0,Cat_4,A
8173,8173,Male,No,36,Yes,Artist,2.0,Low,1.0,Cat_4,B
8174,8174,Female,Yes,71,Yes,Lawyer,8.0,High,2.0,Cat_6,C
8177,8177,Female,No,32,Yes,Artist,7.0,Low,3.0,Cat_6,A
8178,8178,Male,Yes,63,Yes,Artist,8.0,Low,1.0,Cat_6,A
8181,8181,Male,No,37,Yes,Executive,3.0,Low,1.0,Cat_6,D
8184,8184,Male,Yes,47,Yes,Executive,3.0,High,3.0,Cat_6,C
8190,8190,Female,Yes,40,Yes,Artist,2.0,Average,2.0,Cat_6,C
8191,8191,Female,Yes,41,Yes,Marketing,9.0,Low,3.0,Cat_6,B
8195,8195,Male,Yes,37,Yes,Artist,6.0,Low,2.0,Cat_6,C
8196,8196,Male,Yes,42,Yes,Doctor,8.0,Low,2.0,Cat_6,A
8203,8203,Male,No,40,No,Entertainment,5.0,Low,1.0,Cat_3,A
8208,8208,Male,Yes,72,Yes,Entertainment,7.0,Low,2.0,Cat_6,A
8212,8212,Male,Yes,52,No,Entertainment,10.0,Average,4.0,Cat_6,B
8214,8214,Female,No,42,Yes,Homemaker,7.0,Low,1.0,Cat_6,A
8215,8215,Male,Yes,42,Yes,Artist,6.0,Low,3.0,Cat_6,A
8222,8222,Male,Yes,38,No,Artist,8.0,High,5.0,Cat_6,A
8223,8223,Female,Yes,58,Yes,Artist,4.0,Average,5.0,Cat_6,C
8226,8226,Female,Yes,31,No,Engineer,9.0,Low,4.0,Cat_6,A
8227,8227,Female,Yes,35,Yes,Artist,2.0,Average,2.0,Cat_6,C
8229,8229,Male,No,39,Yes,Artist,8.0,Low,2.0,Cat_3,A
8231,8231,Female,Yes,43,Yes,Doctor,6.0,Low,1.0,Cat_3,B
8235,8235,Female,No,47,Yes,Artist,11.0,Low,2.0,Cat_6,B
8242,8242,Female,Yes,63,Yes,Artist,7.0,Average,3.0,Cat_6,C
8252,8252,Female,Yes,43,No,Doctor,9.0,Low,1.0,Cat_2,A
8260,8260,Male,Yes,35,Yes,Artist,8.0,Low,1.0,Cat_6,C
8264,8264,Female,No,49,Yes,Healthcare,8.0,Low,1.0,Cat_3,D
8266,8266,Female,No,33,No,Entertainment,8.0,Low,5.0,Cat_4,D
8272,8272,Male,No,42,Yes,Artist,8.0,Low,1.0,Cat_6,A
8283,8283,Male,No,41,Yes,Entertainment,9.0,Low,2.0,Cat_6,A
8286,8286,Male,Yes,63,Yes,Artist,5.0,Average,4.0,Cat_6,C
8293,8293,Male,Yes,70,Yes,Lawyer,3.0,High,2.0,Cat_6,D
8299,8299,Male,Yes,46,Yes,Healthcare,2.0,High,4.0,Cat_7,B
8304,8304,Male,No,35,No,Executive,2.0,Low,4.0,Cat_4,A
8305,8305,Male,Yes,51,Yes,Artist,8.0,Low,3.0,Cat_2,A
8310,8310,Female,Yes,62,Yes,Artist,2.0,High,3.0,Cat_6,C
8311,8311,Male,Yes,80,Yes,Executive,3.0,Low,1.0,Cat_6,B
8322,8322,Female,No,33,No,Homemaker,7.0,Low,,Cat_6,D
8336,8336,Female,No,37,No,Engineer,3.0,Low,1.0,Cat_6,A
8350,8350,Female,Yes,62,Yes,Artist,4.0,Average,7.0,Cat_7,A
8356,8356,Female,No,31,Yes,Homemaker,8.0,Low,1.0,Cat_6,D
8365,8365,Male,Yes,58,No,Executive,12.0,High,2.0,Cat_6,C
8366,8366,Male,No,36,Yes,Engineer,8.0,Low,1.0,Cat_6,A
8370,8370,Female,Yes,49,Yes,Artist,6.0,Low,2.0,Cat_6,C
8371,8371,Female,No,40,Yes,Lawyer,4.0,Low,1.0,Cat_6,B
8376,8376,Female,Yes,52,Yes,Artist,7.0,Average,4.0,Cat_6,C
8377,8377,Female,Yes,40,Yes,Homemaker,2.0,Average,2.0,Cat_3,C
8380,8380,Female,Yes,52,Yes,Artist,3.0,Low,2.0,,B
8385,8385,Male,Yes,42,No,Entertainment,9.0,Average,3.0,Cat_6,A
8386,8386,Female,Yes,37,Yes,Artist,7.0,High,3.0,Cat_6,A
8401,8401,Female,Yes,35,Yes,Artist,7.0,Average,2.0,Cat_6,C
8408,8408,Male,No,32,Yes,Artist,13.0,Low,3.0,Cat_6,A
8418,8418,Female,No,33,Yes,Healthcare,8.0,Low,1.0,Cat_4,A
8420,8420,Female,No,36,Yes,Engineer,8.0,Low,1.0,Cat_4,C
8422,8422,Male,No,32,No,Healthcare,9.0,Low,3.0,Cat_6,D
8434,8434,Female,No,42,No,Entertainment,3.0,Low,2.0,Cat_6,D
8435,8435,Male,Yes,61,Yes,Executive,5.0,High,2.0,Cat_6,C
8437,8437,Female,No,47,Yes,Artist,4.0,Low,1.0,Cat_6,B
8439,8439,Female,Yes,41,Yes,Artist,9.0,Average,2.0,Cat_6,C
8449,8449,Female,No,38,No,Entertainment,8.0,Low,2.0,Cat_6,B
8459,8459,Male,Yes,43,Yes,Entertainment,7.0,Low,2.0,Cat_6,A
8460,8460,Male,Yes,37,Yes,Executive,9.0,High,4.0,Cat_6,C
8465,8465,Male,Yes,46,No,Entertainment,8.0,Low,1.0,Cat_3,A
8469,8469,Female,No,40,,Marketing,6.0,Low,1.0,Cat_4,A
8472,8472,Male,No,33,No,Entertainment,6.0,Low,2.0,Cat_4,D
8478,8478,Male,Yes,39,Yes,Artist,3.0,Average,4.0,Cat_6,B
8495,8495,Male,No,42,Yes,Healthcare,9.0,Low,1.0,Cat_3,D
8510,8510,Female,Yes,46,Yes,Artist,8.0,Low,2.0,Cat_6,B
8514,8514,Female,Yes,42,Yes,Artist,4.0,Average,2.0,Cat_6,C
8515,8515,Male,Yes,52,Yes,Artist,3.0,Average,4.0,Cat_6,C
8522,8522,Female,Yes,41,Yes,Artist,7.0,Average,2.0,Cat_6,B
8524,8524,Male,No,42,Yes,Artist,3.0,Low,1.0,Cat_6,B
8534,8534,Male,Yes,36,Yes,Artist,9.0,Average,5.0,Cat_4,D
8549,8549,Male,Yes,41,No,Doctor,2.0,Average,4.0,Cat_6,A
8554,8554,Male,Yes,37,Yes,Executive,6.0,High,3.0,Cat_6,D
8560,8560,Female,Yes,53,Yes,Artist,3.0,Low,1.0,Cat_7,A
8569,8569,Male,Yes,53,No,Artist,8.0,Average,3.0,Cat_6,B
8570,8570,Male,Yes,42,Yes,Artist,5.0,Average,2.0,Cat_6,C
8571,8571,Male,Yes,51,No,Artist,4.0,Low,3.0,Cat_4,A
8577,8577,Male,Yes,41,Yes,Doctor,9.0,Average,2.0,Cat_6,B
8580,8580,Male,Yes,75,Yes,Lawyer,2.0,Low,1.0,Cat_6,D
8582,8582,Male,Yes,60,Yes,Executive,4.0,High,4.0,Cat_6,A
8589,8589,Female,Yes,33,Yes,Healthcare,2.0,High,1.0,Cat_5,A
8595,8595,Female,Yes,45,Yes,Executive,7.0,High,2.0,Cat_6,C
8598,8598,Male,Yes,39,Yes,Artist,6.0,Average,2.0,Cat_6,C
8601,8601,Male,Yes,48,No,Entertainment,6.0,Average,5.0,Cat_4,B
8606,8606,Female,Yes,49,Yes,Artist,3.0,Low,2.0,Cat_6,B
8608,8608,Female,No,39,Yes,Artist,3.0,Low,1.0,Cat_6,A
8611,8611,Male,No,43,Yes,Entertainment,9.0,Low,1.0,Cat_6,D
8618,8618,Male,Yes,45,Yes,Doctor,6.0,Average,2.0,Cat_6,C
8623,8623,Male,Yes,35,No,Entertainment,8.0,Average,4.0,Cat_6,A
8625,8625,Male,Yes,39,Yes,Artist,4.0,Average,2.0,Cat_2,B
8627,8627,Female,No,40,Yes,Entertainment,5.0,Low,1.0,Cat_3,A
8629,8629,Female,Yes,35,No,Entertainment,10.0,Low,2.0,Cat_3,A
8634,8634,Male,Yes,60,Yes,Artist,2.0,Average,5.0,Cat_6,C
8636,8636,Male,Yes,50,Yes,Artist,13.0,Low,1.0,Cat_6,C
8641,8641,Female,No,41,No,Engineer,9.0,Low,1.0,Cat_6,A
8660,8660,Male,Yes,36,Yes,Entertainment,6.0,Low,6.0,Cat_4,A
8665,8665,Male,Yes,53,Yes,Artist,6.0,Average,3.0,Cat_6,C
8666,8666,Male,Yes,52,Yes,Artist,4.0,Average,2.0,Cat_6,B
8680,8680,Female,No,32,No,Healthcare,2.0,Low,4.0,Cat_4,D
8687,8687,Female,Yes,57,Yes,Artist,2.0,High,3.0,Cat_6,C
8688,8688,Male,Yes,40,Yes,Engineer,12.0,Average,3.0,Cat_6,A
8689,8689,Female,No,32,No,Entertainment,3.0,Low,6.0,Cat_4,D
8693,8693,Female,Yes,84,Yes,Lawyer,2.0,Low,1.0,Cat_6,B
8697,8697,Female,Yes,48,Yes,Artist,3.0,Average,4.0,Cat_6,C
8700,8700,Male,Yes,41,Yes,Entertainment,5.0,Low,1.0,Cat_6,A
8704,8704,Female,Yes,60,Yes,Lawyer,6.0,High,9.0,Cat_6,B
8707,8707,Female,Yes,73,Yes,Artist,2.0,High,2.0,Cat_6,C
8711,8711,Male,Yes,35,Yes,Artist,2.0,Average,2.0,Cat_6,C
8717,8717,Female,No,63,Yes,Artist,14.0,Low,1.0,Cat_6,B
8729,8729,Female,Yes,35,Yes,Homemaker,9.0,Average,2.0,Cat_4,B
8730,8730,Male,Yes,35,Yes,Artist,3.0,Average,3.0,Cat_6,B
8732,8732,Female,Yes,39,Yes,Homemaker,9.0,High,4.0,Cat_6,C
8739,8739,Female,Yes,50,Yes,Artist,4.0,Low,2.0,Cat_6,B
8745,8745,Female,Yes,49,Yes,Homemaker,2.0,Average,4.0,Cat_6,B
8754,8754,Male,Yes,59,Yes,Entertainment,9.0,Low,1.0,Cat_6,A
8757,8757,Male,Yes,43,Yes,Executive,6.0,High,3.0,Cat_6,C
8758,8758,Female,No,61,Yes,Entertainment,3.0,Low,1.0,Cat_6,A
8767,8767,Male,Yes,43,Yes,Doctor,9.0,Average,2.0,Cat_6,C
8768,8768,Male,Yes,41,No,Executive,5.0,High,3.0,Cat_4,D
8773,8773,Male,Yes,51,Yes,Artist,2.0,Low,2.0,Cat_6,A
8779,8779,Male,No,43,Yes,Healthcare,3.0,Low,3.0,Cat_6,D
8783,8783,Female,No,36,Yes,Doctor,4.0,Low,1.0,Cat_2,B
8791,8791,Male,No,38,Yes,Healthcare,8.0,Low,1.0,Cat_6,A
8794,8794,Female,Yes,42,Yes,Engineer,8.0,Low,2.0,Cat_3,D
8796,8796,Female,Yes,45,Yes,Artist,9.0,Average,2.0,Cat_6,A
8799,8799,Female,No,36,Yes,Marketing,9.0,Low,1.0,Cat_3,C
8802,8802,Female,Yes,41,Yes,Entertainment,5.0,High,,Cat_3,D
8804,8804,Female,Yes,42,Yes,Artist,2.0,Average,2.0,Cat_6,B
8809,8809,Male,Yes,35,Yes,Artist,10.0,High,2.0,Cat_6,B
8816,8816,Male,Yes,32,No,Marketing,4.0,Low,3.0,Cat_6,D
8819,8819,Female,Yes,57,Yes,Homemaker,9.0,Average,2.0,Cat_3,C
8822,8822,Female,Yes,42,Yes,Artist,9.0,Low,1.0,Cat_6,A
8823,8823,Male,No,32,Yes,Healthcare,9.0,Low,5.0,Cat_6,D
8829,8829,Female,No,49,Yes,Homemaker,13.0,Low,1.0,Cat_6,B
8832,8832,Male,No,31,No,Healthcare,9.0,Low,8.0,Cat_4,A
8834,8834,Male,Yes,59,No,Entertainment,6.0,Average,3.0,Cat_3,B
8836,8836,Female,No,43,Yes,Homemaker,14.0,Low,1.0,Cat_6,D
